incident_id,incident_entity,peer_name,peer_country,latitude,longitude,confidence,verification_status,exposure_reason,source_type,source_url,source_citation
ATK-2026-0622-UKP,Labour Party,Bank of England,United Kingdom,51.5141618,-0.0889387,MEDIUM,resourced_correctly,"As custodian of UK monetary policy and gilt-market stability, the Bank of England is directly exposed to the same sterling/gilt-yield volatility triggered by the mid-term change of government reported around Starmer's resignation.",news_report,https://www.rbcwealthmanagement.com/en-uk/insights/sir-keir-starmer-resigns-what-could-it-mean-for-investors,Article states the BoE sets monetary policy independent of the political calendar and that gilt yields/BoE credibility are being watched following Starmer's resignation.
ATK-2026-0622-UKP,Labour Party,HM Treasury,United Kingdom,51.5017744,-0.1292941,MEDIUM,resourced_correctly,"Analysts flagged the incoming chancellor appointment as the key risk variable for gilt yields following the resignation, directly tying HM Treasury's leadership continuity to this event's market impact.",news_report,https://www.rbcwealthmanagement.com/en-uk/insights/sir-keir-starmer-resigns-what-could-it-mean-for-investors,"Article identifies the incoming chancellor (Chancellor of the Exchequer, i.e. HM Treasury leadership) as the key variable markets are watching for gilt yield direction post-resignation."
ATK-2026-0630-AAPL,Apple Inc.,Google LLC (Alphabet Inc.),United States,39.7837304,-100.445882,MEDIUM,confirmed,"Google is separately embroiled in a CCI Play Store antitrust dispute now before India's Supreme Court, exposing it to the same global-turnover penalty framework precedent Apple is fighting to quash.",news_report,https://bestmediainfo.com/mediainfo/mediainfo-digital/google-cci-adif-clash-in-supreme-court-over-play-store-antitrust-ruling-9647227,"Google, CCI, ADIF clash in Supreme Court over Play Store antitrust ruling"
ATK-2026-0630-AAPL,Apple Inc.,"Meta Platforms, Inc.",United States,39.7837304,-100.445882,DIRECTIONAL,citation_mismatch_downgraded,"Meta is explicitly named alongside Apple, Google and Amazon as a big-tech platform subject to the EU's global-turnover penalty model that India's CCI is now replicating, putting it on the same worst-case-fine trajectory.",unverified_citation,,"Original citation (https://www.pymnts.com/cpi-posts/india-defends-global-turnover-based-fines-as-apple-challenges-antitrust-law/) checked and does not mention Meta Platforms, Inc. in support of this claim; downgraded to unverified."
ATK-2026-0630-AAPL,Apple Inc.,"Amazon.com, Inc.",United States,39.7837304,-100.445882,MEDIUM,confirmed,"Amazon is cited in the same reporting as a platform economy giant facing India's global-turnover based antitrust penalty regime, sharing Apple's exposure to a precedent-setting worst-case fine ceiling.",news_report,https://www.pymnts.com/cpi-posts/india-defends-global-turnover-based-fines-as-apple-challenges-antitrust-law/,"India Defends Global Turnover-Based Fines as Apple Challenges Antitrust Law, PYMNTS"
ATK-2026-0630-FTC,U.S. Federal Trade Commission,Federal Communications Commission (FCC),United States,39.7837304,-100.445882,MEDIUM,resourced_correctly,The FCC is one of roughly two dozen multi-member independent agencies whose commissioners now face at-will presidential removal under the Trump v. Slaughter precedent that stripped for-cause protections from the FTC.,news_report,https://www.npr.org/2026/06/29/nx-s1-5816232/supreme-court-ftc-independent-agencies-humphreys-executor,"Reports the Supreme Court's Trump v. Slaughter ruling overturning Humphrey's Executor applies to all multi-member independent agencies, cementing presidential removal power over commissioners at agencies including the FCC."
ATK-2026-0630-FTC,U.S. Federal Trade Commission,National Labor Relations Board (NLRB),United States,39.7837304,-100.445882,MEDIUM,reconfirmed_via_search,The NLRB is a multi-member independent agency directly implicated by the ruling's sweeping expansion of presidential removal power over agencies Congress intended to insulate from at-will partisan control.,news_report,https://www.laborrelationsupdate.com/2026/07/what-the-supreme-courts-slaughter-decision-means-for-the-nlrb/,"Trump v. Slaughter (June 29, 2026) overruled Humphrey's Executor for the FTC; legal analysis confirms the ruling's reasoning directly implicates the NLRA's parallel for-cause removal protection for NLRB members."
ATK-2026-0630-FTC,U.S. Federal Trade Commission,Securities and Exchange Commission (SEC),United States,39.7837304,-100.445882,MEDIUM,resourced_correctly,"As another multi-member independent regulator historically relying on Humphrey's Executor-style for-cause removal protection, the SEC's commissioner independence is now legally exposed following the overruling of that precedent.",news_report,https://thedefiant.io/news/regulation/supreme-court-trump-fire-sec-cftc-commissioners-humphreys-executor,"Reports the Trump v. Slaughter ruling overturning the 91-year-old Humphrey's Executor precedent explicitly clears the way for Trump to fire SEC and CFTC commissioners, ending their for-cause removal protection."
ATK-2026-0630-FTC,U.S. Federal Trade Commission,Federal Reserve,United States,38.8930203,-77.0445719,CONFIRMED,confirmed,"The companion ruling Trump v. Cook carved out the Federal Reserve specifically, making it the direct comparison case defining the boundary of the new removal-power doctrine applied to the FTC.",news_report,https://en.wikipedia.org/wiki/Trump_v._Slaughter,"Trump v. Slaughter, Wikipedia (citing companion case Trump v. Cook)"
ATK-2026-0630-GAZA,Medecins Sans Frontieres (MSF),International Rescue Committee (IRC),United States,40.7644671,-111.9022118,MEDIUM,resourced_correctly,"IRC is directly named among the 37 international NGOs whose Gaza/West Bank operating licences were revoked by Israel, facing the identical field-hospital and access-cliff risk as MSF.",news_report,https://www.timesofisrael.com/israel-bars-37-nonprofits-from-gaza-west-bank-for-not-abiding-by-new-guidelines/,Confirms IRC was among the 37 international NGOs whose Gaza/West Bank operating licenses were revoked by Israel for failing to comply with new registration guidelines.
ATK-2026-0630-GAZA,Medecins Sans Frontieres (MSF),Norwegian Refugee Council (NRC),Norway,61.1529386,8.7876653,CONFIRMED,confirmed,"NRC is explicitly listed among the 37 banned INGOs and co-authored the joint warning that the licence revocations will collapse humanitarian operations in Gaza, mirroring MSF's exposure.",news_report,https://www.nrc.no/news/2026/53-international-ngos-warn-israels-recent-registration-measures-will-impede-critical-humanitarian-action,"53 International NGOs warn Israel's recent registration measures will impede critical humanitarian action, NRC"
ATK-2026-0630-GAZA,Medecins Sans Frontieres (MSF),ActionAid,United Kingdom,51.5245619,-0.1078258,CONFIRMED,reconfirmed_via_search,ActionAid is named among the 37 international NGOs facing licence revocation and ceased operations under the same court-upheld Israeli registration rules threatening MSF's Gaza presence.,news_report,https://www.timesofisrael.com/israel-bars-37-nonprofits-from-gaza-west-bank-for-not-abiding-by-new-guidelines/,"ActionAid confirmed as one of the 37 NGOs (alongside MSF/Oxfam) ordered to cease Gaza/West Bank operations under Israel's Dec 2025 registration rules. Note: Israel's Supreme Court later (Feb 2026) allowed the NGOs to keep operating temporarily pending review, so 'ceased operations' is now stale -- the licence-revocation order and ActionAid's inclusion in it are independently confirmed, but the operational status has since shifted."
ATK-2026-0630-GAZA,Medecins Sans Frontieres (MSF),Association of International Development Agencies (AIDA),Palestine,31.462421,34.2627215,CONFIRMED,reconfirmed_via_search,"AIDA is the coalition that filed the petition against the 37-NGO ban that Israel's Supreme Court rejected, making it the direct legal representative of MSF's shared access-cliff risk.",news_report,https://www.newarab.com/news/ngos-face-gaza-west-bank-ban-after-israel-court-backs-govt,"AIDA (umbrella body representing ~19 international aid NGOs incl. MSF) filed the petition against the registration rules; Israel's Supreme Court unanimously rejected AIDA's petition, confirming AIDA as the direct legal representative in this access-cliff risk."
ATK-2026-0630-IRAN,Israel National Cyber Directorate (INCD),Israel Water Authority,Israel,30.8124247,34.8594762,CONFIRMED,reconfirmed_via_search,"The Water Authority was directly targeted by Iranian hackers attempting to raise chlorine levels and disrupt water-treatment controls in 2026, the exact critical-infrastructure OT/ICS threat INCD describes as repelled 'so far'.",news_report,https://www.timesofisrael.com/after-alleged-iranian-cyberattack-israels-water-authority-beefs-up-defenses/,Confirmed: Iranian hackers attempted to raise chlorine levels/disrupt water-treatment controls at Israel Water Authority facilities; INCD detected and repelled the attack. Matches the OT/ICS threat pattern described.
ATK-2026-0630-IRAN,Israel National Cyber Directorate (INCD),Israel Opportunity Energy Resources LP,Israel,30.8124247,34.8594762,REPORTED,reconfirmed_via_search,"This oil and gas exploration firm was claimed as a ransomware victim by the pro-Iran Handala group in 2026, illustrating exactly the 'weaker corporate target wiped' pattern INCD's Karadi described.",news_report,https://www.ransomware.live/id/SXNyYWVsIE9wcG9ydHVuaXR5IEVuZXJneUBoYW5kYWxh,"Israel Opportunity Energy, an oil and gas exploration firm, was claimed as a victim by the pro-Iran Handala ransomware/hacktivist group in March 2026, independently confirmed via ransomware tracking site."
ATK-2026-0630-IRAN,Israel National Cyber Directorate (INCD),Cybersecurity and Infrastructure Security Agency (CISA) / US water utilities,United States,39.7837304,-100.445882,CONFIRMED,reconfirmed_via_search,"CISA advisories confirm IRGC-affiliated actors exploiting PLCs across US water and wastewater facilities, showing the same Iran-attributed OT/ICS campaign extends to allied critical infrastructure operators beyond Israel.",news_report,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-097a,"CISA advisory (AA26-097A, April 2026) confirms Iranian-affiliated actors exploiting PLCs across US critical infrastructure sectors including Water and Wastewater Systems, compromising at least 75 devices -- an escalation of the original AA23-335A campaign."
ATK-2026-0630-IRAN,Israel National Cyber Directorate (INCD),Gulf energy operators (Saudi Aramco-linked / regional grid operators),Saudi Arabia,25.6242618,42.3528328,MEDIUM,reconfirmed_via_search,"Reporting ties the Iranian cyber counteroffensive following the US-Israeli military campaign directly to Gulf energy and critical infrastructure targets, placing regional energy operators within the same threat campaign as Israeli utilities.",news_report,https://www.csis.org/analysis/irans-threat-saudi-critical-infrastructure-implications-us-iranian-escalation,"Multiple sources (CSIS, Industrial Cyber) confirm Iran threatened and pursued retaliatory cyber campaigns against Gulf energy and critical infrastructure following the 2026 US-Israel-Iran conflict, extending the threat campaign to regional energy operators."
ATK-2026-0630-ITHEAT,Italian Ministry of Health / Protezione Civile,Meteo-France / French Ministry of Health,France,46.603354,1.8883335,REPORTED,confirmed,"France recorded its hottest day ever and 40 heat-related drowning deaths during the same late-June 2026 heat dome, making its public-health emergency response a direct cross-border peer to Italy's 22-city red alert.",news_report,https://www.euronews.com/2026/06/24/red-heatwave-alerts-spread-across-europe-with-hottest-day-ever-in-france-and-40-deaths-fro,"Red heatwave alerts spread across Europe with hottest day ever in France and 40 deaths from drowning, Euronews"
ATK-2026-0630-ITHEAT,Italian Ministry of Health / Protezione Civile,Spanish Ministry of Health,Spain,39.3260685,-4.8379791,MEDIUM,resourced_correctly,"Spain entered red alert under the same 45°C heat dome event described as forcing 13 European nations into emergency status, sharing Italy's exact mandatory-response and excess-mortality exposure.",news_report,https://www.aljazeera.com/news/2026/6/24/deaths-disruptions-across-europe-what-you-should-know-about-the-heatwave,"Reports Spain (AEMET) issued red alerts amid the same heat dome event, with temperatures topping 45C and over 1,000 heat-related deaths recorded, matching Italy's mandatory-response/excess-mortality exposure."
ATK-2026-0630-ITHEAT,Italian Ministry of Health / Protezione Civile,World Health Organization (WHO Europe),Switzerland,46.7985624,8.2319736,CONFIRMED,confirmed,"WHO is the body that logged the 1,300+ excess deaths across Europe since 21 June 2026 cited in this incident, making it the direct cross-border health-surveillance counterpart to Italy's national red-alert response.",news_report,https://en.wikipedia.org/wiki/2026_European_heatwaves,"2026 European heatwaves, Wikipedia"
ATK-2026-0630-NPM,"npm, Inc. / GitHub / Microsoft",PyPI (Python Package Index) / Python Software Foundation,United States,39.7837304,-100.445882,CONFIRMED,confirmed,"The same North Korea-linked campaign spread over 1,700 malicious packages across npm, PyPI, Go and Rust ecosystems, making PyPI a directly named peer registry facing identical supply-chain compromise risk.",news_report,https://thehackernews.com/2026/04/n-korean-hackers-spread-1700-malicious.html,"N. Korean Hackers Spread 1,700 Malicious Packages Across npm, PyPI, Go, Rust, The Hacker News"
ATK-2026-0630-NPM,"npm, Inc. / GitHub / Microsoft",Rust Foundation (crates.io),United States,39.7837304,-100.445882,CONFIRMED,confirmed,"crates.io, the Rust package registry, is named alongside npm, PyPI and Go as a target ecosystem in the same North Korean malicious-package campaign, sharing the identical developer-tooling supply-chain threat.",news_report,https://thehackernews.com/2026/04/n-korean-hackers-spread-1700-malicious.html,"N. Korean Hackers Spread 1,700 Malicious Packages Across npm, PyPI, Go, Rust, The Hacker News"
ATK-2026-0630-NPM,"npm, Inc. / GitHub / Microsoft",JFrog Ltd.,Israel,30.8124247,34.8594762,REPORTED,confirmed,"JFrog, as the security research firm that disclosed the html-to-gutenberg/fetch-page-assets hijack, operates its own Artifactory package registry ecosystem and is a direct industry peer monitoring the same npm/Go supply-chain threat class.",vendor_report,https://research.jfrog.com/post/hijacked-npm-vscode-tasks-blockchain/,"Hijacked npm Packages Use Novel VSCode Autorun and Blockchain Dead Drops to Deploy a Credential/Crypto Stealer, JFrog Security Research"
ATK-2026-0630-NPM,"npm, Inc. / GitHub / Microsoft",Nextron Systems GmbH,Germany,51.1638175,10.4478313,CONFIRMED,confirmed,"Nextron Systems independently discovered the follow-on 16 Go-module compromise from the same campaign, making it a direct peer security vendor with confirmed exposure to and detection responsibility for this exact threat actor.",news_report,https://thehackernews.com/2026/06/hijacked-npm-and-go-packages-use-vs.html,"Hijacked npm and Go Packages Use VS Code Tasks to Deploy Python Infostealer, The Hacker News"
ATK-2026-0630-PAKAF,"Populations of Chamkani, Giyan and Marawara",United Nations Assistance Mission in Afghanistan (UNAMA),Afghanistan,33.7680065,66.2385139,CONFIRMED,confirmed,"UNAMA is the UN body directly conducting the verified civilian casualty count (28 killed, 49 injured) for these strikes, making it the primary institutional actor sharing accountability exposure for this incident.",news_report,https://www.ariananews.af/unama-confirms-death-of-28-civilians-following-pakistani-airstrikes-on-eastern-afghanistan/,"UNAMA confirms death of 28 civilians following Pakistani airstrikes on eastern Afghanistan, Ariana News"
ATK-2026-0630-PAKAF,"Populations of Chamkani, Giyan and Marawara",Taliban (Islamic Emirate of Afghanistan government),Afghanistan,33.7680065,66.2385139,CONFIRMED,reconfirmed_via_search,"The de facto Afghan government is the direct counterparty warning of retaliation against Pakistan following the Chamkani, Giyan and Marawara strikes, placing it at the center of the same cross-border escalation risk.",news_report,https://www.npr.org/2026/06/29/g-s1-130826/pakistani-airstrikes-kill-36-civilians-afghanistan-and-wound-160-officials-say,"Confirmed: Pakistani strikes on Chamkani, Giyan and Marawara killed at least 36 civilians; Afghan officials stated the attacks would be met with retaliation, and both countries summoned each other's diplomats."
ATK-2026-0630-PAKAF,"Populations of Chamkani, Giyan and Marawara",Government of Pakistan / Ministry of Information and Broadcasting,Pakistan,30.3308401,71.247499,CONFIRMED,confirmed,"Pakistan's government confirmed conducting the strikes and claimed 29 militants killed, making it the direct named party whose counter-terror justification is contested against UNAMA's civilian casualty findings.",news_report,https://www.indiablooms.com/news/reckless-behaviour-india-slams-pakistan-over-deadly-afghanistan-airstrikes/details,"'Reckless behaviour': India slams Pakistan over deadly Afghanistan airstrikes, Indiablooms"
ATK-2026-0630-RKLB,Iridium Communications Inc. (IRDM),Rocket Lab Corporation,United States,39.7837304,-100.445882,CONFIRMED,confirmed,"Rocket Lab is Iridium's direct merger counterparty in this $8bn transaction, sharing identical exposure to the same national-security regulatory clearance risk over safety-of-life and DoD communications.",news_report,https://spacenews.com/rocket-lab-to-acquire-iridium/,"Rocket Lab to acquire Iridium, SpaceNews"
ATK-2026-0630-RKLB,Iridium Communications Inc. (IRDM),SpaceX (Starlink / Starshield),United States,39.7837304,-100.445882,DIRECTIONAL,model_inference,SpaceX's Starlink/Starshield is the dominant competing satellite-communications provider serving the same government and DoD customer base that regulators will weigh when assessing this merger's national-security and market-concentration implications.,model_inference,,sector peer inferred from competitor knowledge of satellite communications/DoD market; not source-verified for this specific merger review
ATK-2026-0630-RKLB,Iridium Communications Inc. (IRDM),"Viasat, Inc.",United States,39.7837304,-100.445882,DIRECTIONAL,model_inference,"Viasat is a direct competitor in government and defense satellite communications, making it commercially exposed to the competitive-landscape shift created by combining Rocket Lab's launch capability with Iridium's L-band network.",model_inference,,sector peer inferred from competitor knowledge of satellite communications/DoD market; not source-verified for this specific merger review
ATK-2026-0630-RKLB,Iridium Communications Inc. (IRDM),"L3Harris Technologies, Inc.",United States,39.7837304,-100.445882,DIRECTIONAL,model_inference,L3Harris competes for the same DoD and safety-of-life satellite communications contracts and would be directly affected by the regulatory precedent this merger sets for vertical integration in critical-communications infrastructure.,model_inference,,sector peer inferred from competitor knowledge of defense satellite communications market; not source-verified for this specific merger review
ATK-2026-0630-SJFZ,San Pedro Square Market / venue operator,Miami FIFA Fan Festival (Bayfront Park),United States,39.7837304,-100.445882,MEDIUM,confirmed,"An open-access, family-friendly public-viewing site running for the full duration of Miami's World Cup 26 match window, sharing the same soft-perimeter, no-ticket-required crowd-density exposure as the San Jose fan zone.",news_report,https://miamifwc26.com/fan-festival/,"Miami FIFA Fan Festival at Bayfront Park runs June 13-July 5, 2026, open to all, family-friendly"
ATK-2026-0630-SJFZ,San Pedro Square Market / venue operator,Dallas Fan Fest (Fair Park),United States,39.7837304,-100.445882,MEDIUM,confirmed,"A 277-acre open complex adjacent to transit and surrounding bars/restaurants, spilling public crowds onto uncontrolled perimeter streets in a manner analogous to the unsecured last mile around San Pedro Square.",news_report,https://theworldcupguide.com/fifa-world-cup-2026-fan-fest-guide/,Dallas Fair Park fan zone described as large open footprint next to transit with bars/restaurants spilling onto surrounding streets
ATK-2026-0630-SJFZ,San Pedro Square Market / venue operator,Kansas City FIFA Fan Festival (National WWI Museum and Memorial),United States,39.7837304,-100.445882,MEDIUM,confirmed,"One of the region's largest free, open summer festivals during the tournament, drawing dense public crowds to an unticketed civic site comparable in soft-perimeter risk to the San Jose fan zone.",news_report,https://kansascityfwc26.com/fifa-fan-festival/,Kansas City FIFA Fan Fest at National WWI Museum and Memorial described as one of the region's largest free summer festivals
ATK-2026-0630-SJFZ,San Pedro Square Market / venue operator,Philadelphia FIFA Fan Zone,United States,39.7837304,-100.445882,HIGH,confirmed,"Explicitly flagged by security analysts as a compounded soft-target risk because Philadelphia hosts a July 4 match, a major fan zone, and Independence Day celebrations simultaneously in shared public squares, mirroring San Jose's unsecured public-viewing exposure.",news_report,https://www.mirasafety.com/blogs/news/2026-world-cup-threats-what-most-people-miss,"Analysis noting Philadelphia's July 4 match, fan zone, and Independence Day celebrations create four overlapping high-density events sharing the same streets"
ATK-2026-0630-SJFZ,San Pedro Square Market / venue operator,Atlanta FIFA Fan Fest,United States,39.7837304,-100.445882,MEDIUM,reconfirmed_via_search,"A free-entry, open public-viewing site for non-ticketholders during the tournament, presenting the same open-access mass-gathering perimeter risk highlighted by the San Jose shooting.",news_report,https://www.cbsnews.com/atlanta/news/atlantas-free-fifa-fan-festival-opens-at-centennial-olympic-park-with-live-music-watch-parties-and-more/,"Confirmed: Atlanta FIFA Fan Festival at Centennial Olympic Park is free-entry (with capacity-limited registration), an open public-viewing mass-gathering site for non-ticketholders during the 2026 World Cup."
ATK-2026-0630-UKR,Civilian residents of Dnipro / Zaporizhzhia / Kharkiv / Sumy,DTEK Group,Ukraine,49.4871968,31.2718321,CONFIRMED,reconfirmed_via_search,"Ukraine's largest private energy company, whose Dnipro Grids facilities were directly struck by Russian drones and shells in the same pre-winter grid-degradation campaign affecting the named oblasts.",news_report,https://english.nv.ua/nation/russia-launches-strongest-energy-strike-of-2026-dtek-warns-of-outages-across-ukraine-50580625.html,"Confirmed: DTEK, Ukraine's largest private energy company, sustained repeated Russian drone/missile strikes on its Dnipro Grids and other facilities throughout 2026 as part of the ongoing pre-winter grid-degradation campaign."
ATK-2026-0630-UKR,Civilian residents of Dnipro / Zaporizhzhia / Kharkiv / Sumy,Ukrenergo,Ukraine,50.4416112,30.4936539,MEDIUM,resourced_correctly,"Ukraine's state grid transmission operator, which directly reported power outages across Dnipropetrovsk, Zaporizhzhia, Odesa, Kharkiv, Poltava, and Kherson oblasts from the same barrage pattern threatening grid survivability ahead of winter.",news_report,https://www.ukrinform.net/rubric-economy/4138670-russian-attacks-cause-power-outages-in-six-ukrainian-regions-sumy-hit-hardest.html,"Ukrenergo (via Facebook, reported by Ukrinform) confirmed power outages across Donetsk, Kharkiv, Zaporizhzhia, Dnipropetrovsk, Poltava and Sumy regions from the same barrage, with Sumy hit hardest."
ATK-2026-0630-UKR,Civilian residents of Dnipro / Zaporizhzhia / Kharkiv / Sumy,Civilian residents of Chernihiv oblast,Ukraine,49.4871968,31.2718321,REPORTED,confirmed,"Named alongside Kharkiv, Kyiv, Poltava, Odesa, Sumy and Zaporizhzhia as suffering residential, energy, and infrastructure damage in the same late-June 2026 nationwide barrage, sharing identical grid-survivability and civilian-casualty risk.",news_report,https://ukraine.ohchr.org/en/In-Ukraine-Overnight-Russian-Attack-Leaves-Dozens-Dead-and-Injured,UN Human Rights Monitoring Mission reported overnight Russian attack causing dozens of casualties and infrastructure damage across multiple oblasts including Chernihiv
ATK-2026-0630-UKR,Civilian residents of Dnipro / Zaporizhzhia / Kharkiv / Sumy,Civilian residents of Poltava oblast,Ukraine,49.4871968,31.2718321,MEDIUM,resourced_correctly,"One of the oblasts confirmed by Ukrenergo to have suffered power outages from the same missile/drone barrage pattern, facing the identical pre-winter grid-attrition risk as Dnipro/Zaporizhzhia/Kharkiv/Sumy.",news_report,https://www.ukrinform.net/rubric-economy/4138670-russian-attacks-cause-power-outages-in-six-ukrainian-regions-sumy-hit-hardest.html,Ukrenergo confirmed Poltava region among the six left without electricity in the same late-June Russian strike campaign.
ATK-2026-0630-UKR,Civilian residents of Dnipro / Zaporizhzhia / Kharkiv / Sumy,Civilian residents of Kherson oblast,Ukraine,49.4871968,31.2718321,MEDIUM,resourced_correctly,"A frontline oblast reported by Ukrenergo among those hit with power outages in the same strike campaign, sharing comparable exposure to civilian casualties and grid destabilization as the named cities.",news_report,https://most.ks.ua/en/news/url/cherez-rosijskij-aviaudar-u-czentralnomu-rajoni-hersona-zniklo-svitlo/,Local reporting confirms Russian strikes cut power across Kherson region (all districts per regional governor) during the same late-June barrage period affecting the named cities.
ATK-BANK-001,"TD Bank, N.A.",Wells Fargo & Co.,United States,33.71589,-116.2172546,CONFIRMED,confirmed,"Wells Fargo remains under an OCC asset cap and multiple BSA/AML-related consent orders stemming from compliance program deficiencies, the same structural remedy (asset cap) imposed on TD.",news_report,https://www.bankingdive.com/news/occ-hits-wells-fargo-with-aml-enforcement-action/726890/,Banking Dive: OCC hits Wells Fargo with AML enforcement action
ATK-BANK-001,"TD Bank, N.A.",U.S. Bancorp,United States,43.0374297,-87.9030262,CONFIRMED,reconfirmed_via_search,"U.S. Bank N.A. consented to an OCC Consent Order in 2015 to remedy BSA/AML compliance program deficiencies, paralleling TD's BSA program failures.",news_report,https://www.occ.gov/static/enforcement-actions/ea2015-113.pdf,"Confirmed: OCC issued a Consent Cease and Desist Order against U.S. Bank N.A. on Oct 23, 2015 for BSA/AML compliance program deficiencies (inadequate internal controls, testing, training), paralleling TD's BSA program failures."
ATK-BANK-001,"TD Bank, N.A.",Deutsche Bank AG,Germany,48.1165511,11.5968917,CONFIRMED,confirmed,"The Federal Reserve fined Deutsche Bank $186 million for insufficient remedial progress on prior BSA/AML consent orders, including failures tied to its Danske Bank Estonia relationship.",news_report,https://www.bankingdive.com/news/us-fed-fines-deutsche-bank-186m-over-failure-fix-risky-aml-practices/688543/,Banking Dive: Fed fines Deutsche Bank $186M over AML practices
